filename,label
New_149.JPG,1
Plate2_10x10_50Mhz_500x500_1.JPG,1
Plate2_10x10_50Mhz_500x500_2.JPG,1
Plate_1_1000MHz_10x10_Cscan.JPG,1
Plate_1_whole_area_50Mhz_500x500_1.JPG,1
Plate_1_whole_area_50Mhz_500x500_2.JPG,1
Plate_2_whole_area_25Mhz_500x500.JPG,1
S2_R250_154x104_25MHz.JPG,1
S3_R250_154x104_25MHz_3.35mm.JPG,1
S6_R250_154x104_25MHz_3.4mm.JPG,1
Sliceimages-008.JPG,1
T2_S3_R250_154x104_25MHz_3.22mm.JPG,1
T2_S4_R250_154x104_25MHz_3.22mm.JPG,1
T2_S5_R250_154x104_25MHz_3.15mm.JPG,1
Thermo_0.5mm.JPG,1
Thermo_1.5mm.JPG,1
Thermo_1mm.JPG,1
Thermo_2.5mm_backscatter.JPG,1
Thermo_2mm.JPG,1
Thermo_3.5mm.JPG,1
Thermo_3mm_backscatter.JPG,1
Thermo_4mm_backscatter.JPG,1
Thermo_5mm_backscatter.JPG,1
Thermo_5mm_midscattercatter.JPG,1
Thermo_surf.JPG,1
z1.JPG,1
z3.JPG,1
z4.JPG,1
defect(c)_25mhz_16.jpg,1
defect(c)_25mhz_15.jpg,1
defect(c)_25mhz_14.jpg,1
defect(c)_25mhz_13.jpg,1
defect(c)_25mhz_12.jpg,1
defect(c)_25mhz_11.jpg,1
defect(c)_25mhz_10.jpg,1
defect(c)_25mhz_09.jpg,1
defect(c)_25mhz_08.jpg,1
defect(c)_25mhz_07.jpg,1
defect(c)_25mhz_06.jpg,1
defect(c)_25mhz_05.jpg,1
defect(c)_25mhz_04.jpg,1
defect(c)_25mhz_03.jpg,1
defect(c)_25mhz_02.jpg,1
defect(c)_25mhz_01.jpg,1
STD_bottom (3).tif,1
STD_take3.tif,1
cscan-bottom-270x270-25mhz-001.JPG,1
cscan-top-270x270-25mhz.JPG,1
cscan_bottom_270x270_25mhz.JPG,1
cscan top_240x240_25mhz.JPG,1
STD_fiji.tif,1
STD_take2 (3).tif,1
STD_bottom.tif,1
bottom-cscan_2-230x230-25mhz.JPG,1
STD_take2 (2).tif,1
bottom1.PNG,1
STD_take2.tif,1
STD_take5.tif,1
STD_bottom (2).tif,1
STD_take1.tif,1
bottom-cscan-230x230-25mhz.JPG,1
New_115-004.JPG,1
New_115-005.JPG,1
New_115-006.JPG,1
New_102-005.JPG,1
New_102-006.JPG,1
top-cscan-230x230-25mhz.JPG,1
bottom_230x230-25mhz-cscan-003.JPG,1
230x230_25mhz_cscan_top_2-001.JPG,1
230x230_25mhz_cscan_top.JPG,1
top_230x230_25mhz_cscan.JPG,1
230x230_back_25mhz_cscan.JPG,1
New_024-005.JPG,1
New_024-006.JPG,1
cscan_150x150_25MHz.JPG,1
100X100_cscan_25MHz_500px_top.JPG,1
New_186-006.JPG,1
New_186-007.JPG,1
New_186-010.JPG,1
New_186-011.JPG,1
New_186-014.JPG,1
New_186-015.JPG,1
STD_New folder.tif,1
fig2.PNG,1
SUM_type 2_xscan.tif,1
ref_type3.JPG,1
ovi.jpg,1
test3_reference_image.tiff,1
ref_type2.JPG,1
New_203-003.JPG,1
New_203-004.JPG,1
New_203-005.JPG,1
New_203-006.JPG,1
S3_type1_160X106mm_25MHz_500.JPG,1
S2_type2_160X106mm_cscan_25mhz_500.JPG,1
S2_type3_160X106mm_25mHz_500.JPG,1
S3_type3_160X106mm_25mHz_500.JPG,1
S3_type2_160X106mm_cscan_25mhz_500.JPG,1
S4_type2_160X106mm_cscan_25mhz_500.JPG,1
S5_type2_160X106mm_cscan_25mhz_500.JPG,1
S5_type1_160X106mm_25MHz_500.JPG,1
S4_type1_160X106mm_25MHz_500.JPG,1
S4_type3_160X106mm_25mHz_500.JPG,1
S6_type1_160X106mm_25MHz_500.JPG,1
S5_type3_160X106mm_25mHz_500.JPG,1
S2_type1_160X106mm_25MHz_500.JPG,1
S1_type1_156X106mm_25MHz_500.JPG,1
S1_type3_156X106mm_25mHz_500.JPG,1
S1_type2_156X106mm_cscan_25mhz_500.JPG,1
reference.JPG,1
Raw_Brd0_PG_1_APA.png,1
Raw_Brd0_PG_2_APA.png,1
Raw_Brd0_PG_2_APA[1].png,1
Raw_Brd0_PG_3_APA.png,1
Raw_Brd0_PG_3_APA[1].png,1
Raw_Brd0_PG_4_APA.png,1
Raw_Brd0_PG_4_APA[1].png,1
100 MHz_inside.JPG,0
100 MHz_inside_2.JPG,0
100 MHz_surface.JPG,0
100 MHz_Surface_2.JPG,0
100MHz_3.JPG,0
100MHz_Plasma_treated.JPG,0
100MHz_Surface.JPG,0
50 MHz_inside.JPG,0
50 MHz_Surface.JPG,0
50-100MHz_BackScatteringImage-001.JPG,0
50-100MHz_BackScatteringImage-005.JPG,0
50-100MHz_BackScatteringImage-007.JPG,0
50-100MHz_BackScatteringImage-008.JPG,0
50-100MHz_BackScatteringImage-009.JPG,0
50-100MHz_BackScatteringImage-011.JPG,0
50-100MHz_BackScatteringImage-012.JPG,0
50-100MHz_BackScatteringImage-013.JPG,0
50-100MHz_BackScatteringImage-015.JPG,0
50-100MHz_BackScatteringImage-019.JPG,0
50-100MHz_BackScatteringImage-022.JPG,0
50-100MHz_BackScatteringImage-025.JPG,0
50-100MHz_BackScatteringImage-026.JPG,0
50-100MHz_BackScatteringImage-027.JPG,0
50-100MHz_BackScatteringImage-028.JPG,0
50-100MHz_BackScatteringImage-029.JPG,0
50-100MHz_BackScatteringImage-030.JPG,0
50-100MHz_BackScatteringImage-031.JPG,0
50-100MHz_BackScatteringImage-032.JPG,0
500x_Z48323_60x60.JPG,0
ARL_PC_AL7075_2.JPG,0
CFRP50 MHz_705micmdefocus.JPG,0
CFRP_100MHz-1mmx1mm-003.JPG,0
CFRP_100MHz-1mmx1mm-005.JPG,0
CFRP_100MHz-1mmx1mm-019.JPG,0
CFRP_100MHz-1mmx1mm-021.JPG,0
CFRP_100MHz-1mmx1mm-023.JPG,0
CFRP_100MHz-1mmx1mm-025.JPG,0
CRFC_22042014_C_2.JPG,0
CRFC_22042014_C_5_Z_13398.JPG,0
CScan2_10by10_11930mm.JPG,0
CScan2_L_250x_5by5_33165.JPG,0
CScan_10by10_10938mm.JPG,0
CScan_10by10_11930mm.JPG,0
Cscan_500Res.JPG,0
CScan_5by5_11254mm.JPG,0
CScan_L_250x_5by5_33165.JPG,0
CScan_L_35200mm.JPG,0
CScan_L_5by5_35200mm.JPG,0
CScan_R_10by5_35200mm.JPG,0
GlassEpoxy_04292014_C1.JPG,0
GlassEpoxy_04292014_C2.JPG,0
GlassEpoxy_04292014_C3.JPG,0
New Reference 100 MHz.JPG,0
New_001_ref.JPG,0
New_042.JPG,0
QI_Xscan_90X30mm_500pix.JPG,0
QI_Xscan_90X30mm_500pix_1.JPG,0
TrainingScan-009.JPG,0
before(c)_25mhz_04.jpg,0
before(c)_25mhz_02.jpg,0
before(c)_25mhz_01.jpg,0
before(c)_25mhz_05.jpg,0
before(c)_25mhz_08.jpg,0
before(c)_25mhz_09.jpg,0
before(c)_25mhz_07.jpg,0
before(c)_25mhz_06.jpg,0
